ComicCreatorsID,IssueID,CreatorID,CreatorRole
711,154,347,Artist
712,154,593,Artist
713,154,691,Writer
714,154,712,Writer
715,154,713,Cover Artist
716,155,260,Artist
717,155,307,Writer
718,155,918,Cover Artist
719,155,971,Writer
720,156,248,Writer
721,156,454,Artist
722,156,596,Writer
723,156,861,Cover Artist
724,156,938,Artist
725,157,296,Writer
726,157,467,Cover Artist
727,157,601,Artist
728,157,722,Writer
729,157,959,Artist
730,158,151,Writer
731,158,222,Cover Artist
732,158,393,Writer
733,158,705,Artist
734,158,957,Artist
735,158,978,Writer
736,159,256,Cover Artist
737,159,761,Writer
738,159,791,Artist
739,160,69,Writer
740,160,322,Writer
741,160,677,Artist
742,160,747,Cover Artist
743,160,835,Artist
744,160,985,Writer
745,161,116,Artist
746,161,263,Writer
747,161,295,Cover Artist
748,161,785,Artist
749,162,57,Artist
750,162,298,Cover Artist
751,162,370,Writer
752,162,443,Writer
753,162,470,Artist
754,163,32,Writer
755,163,701,Artist
756,163,781,Writer
757,163,874,Artist
758,163,900,Cover Artist
759,164,16,Cover Artist
760,164,172,Writer
761,164,218,Artist
762,164,852,Writer
763,165,176,Artist
764,165,439,Writer
765,165,623,Artist
766,165,959,Cover Artist
767,166,99,Cover Artist
768,166,287,Writer
769,166,464,Artist
770,166,765,Artist
771,166,808,Writer
772,167,334,Writer
773,167,452,Cover Artist
774,167,473,Writer
775,167,575,Artist
776,167,783,Artist
777,168,90,Artist
778,168,267,Cover Artist
779,168,380,Writer
780,168,491,Artist
781,168,493,Writer
782,168,766,Writer
783,169,32,Writer
784,169,434,Artist
785,169,501,Artist
786,169,688,Cover Artist
787,170,156,Cover Artist
788,170,228,Artist
789,170,509,Artist
790,170,594,Writer
791,171,204,Writer
792,171,481,Writer
793,171,653,Cover Artist
794,171,769,Artist
795,171,962,Artist
796,172,19,Artist
797,172,227,Writer
798,172,513,Writer
799,172,815,Writer
800,172,993,Cover Artist
801,173,37,Cover Artist
802,173,76,Artist
803,173,366,Artist
804,173,502,Writer
805,173,607,Writer
806,174,199,Cover Artist
807,174,811,Writer
808,174,920,Artist
809,175,177,Cover Artist
810,175,321,Artist
811,175,378,Writer
812,175,934,Writer
813,176,313,Writer
814,176,459,Artist
815,176,610,Cover Artist
816,177,237,Artist
817,177,772,Cover Artist
818,177,942,Writer
819,178,93,Writer
820,178,361,Artist
821,178,855,Artist
822,178,914,Cover Artist
823,179,463,Cover Artist
824,179,653,Writer
825,179,955,Artist
826,180,6,Cover Artist
827,180,665,Writer
828,180,705,Artist
829,181,19,Writer
830,181,146,Artist
831,181,186,Writer
832,181,270,Artist
833,181,309,Artist
834,181,476,Cover Artist
835,182,151,Artist
836,182,230,Cover Artist
837,182,932,Writer
838,182,989,Artist
839,183,315,Artist
840,183,348,Artist
841,183,388,Writer
842,183,674,Writer
843,183,706,Cover Artist
844,184,109,Cover Artist
845,184,110,Artist
846,184,290,Writer
847,184,310,Artist
848,184,450,Writer
849,184,730,Writer
850,185,28,Writer
851,185,80,Writer
852,185,589,Cover Artist
853,185,853,Artist
854,185,855,Artist
855,186,311,Artist
856,186,403,Cover Artist
857,186,433,Writer
858,186,624,Artist
859,186,794,Writer
860,187,333,Writer
861,187,364,Writer
862,187,372,Artist
863,187,388,Cover Artist
864,187,667,Artist
865,188,179,Writer
866,188,530,Artist
867,188,940,Cover Artist
868,188,985,Artist
869,189,13,Artist
870,189,36,Artist
871,189,96,Cover Artist
872,189,669,Writer
873,190,293,Artist
874,190,446,Writer
875,190,752,Writer
876,190,870,Cover Artist
877,191,143,Writer
878,191,179,Cover Artist
879,191,215,Writer
880,191,539,Writer
881,191,624,Artist
882,192,129,Artist
883,192,227,Artist
884,192,616,Cover Artist
885,192,653,Writer
886,192,708,Writer
887,193,618,Artist
888,193,668,Cover Artist
889,193,910,Writer
890,194,159,Writer
891,194,462,Writer
892,194,492,Cover Artist
893,194,741,Artist
894,195,61,Artist
895,195,99,Writer
896,195,273,Cover Artist
897,195,529,Writer
898,195,687,Artist
899,196,263,Writer
900,196,303,Cover Artist
901,196,711,Writer
902,196,773,Artist
903,196,914,Artist
904,197,135,Cover Artist
905,197,516,Artist
906,197,519,Artist
907,197,620,Writer
908,197,941,Writer
909,198,277,Writer
910,198,717,Artist
911,198,719,Cover Artist
912,198,928,Artist
913,199,418,Writer
914,199,424,Writer
915,199,618,Cover Artist
916,199,649,Artist
917,199,875,Artist
918,200,177,Writer
919,200,601,Artist
920,200,728,Cover Artist
921,200,762,Writer
922,200,987,Artist
923,201,209,Artist
924,201,310,Artist
925,201,484,Writer
926,201,698,Cover Artist
927,201,831,Writer
928,202,501,Writer
929,202,550,Artist
930,202,689,Artist
931,202,731,Cover Artist
932,202,781,Artist
933,203,304,Cover Artist
934,203,420,Artist
935,203,608,Artist
936,203,758,Writer
937,203,788,Writer
938,204,82,Writer
939,204,205,Artist
940,204,444,Cover Artist
941,204,908,Artist
942,205,52,Artist
943,205,75,Writer
944,205,296,Artist
945,205,378,Artist
946,205,446,Writer
947,205,575,Cover Artist
948,205,862,Writer
949,206,10,Writer
950,206,188,Cover Artist
951,206,572,Writer
952,206,997,Artist
953,207,272,Writer
954,207,295,Artist
955,207,396,Writer
956,207,410,Artist
957,207,495,Cover Artist
958,207,889,Writer
959,208,299,Artist
960,208,308,Writer
961,208,325,Cover Artist
962,208,469,Artist
963,208,855,Artist
964,209,133,Artist
965,209,191,Artist
966,209,224,Cover Artist
967,209,995,Writer
968,210,12,Cover Artist
969,210,287,Writer
970,210,398,Artist
971,210,681,Artist
972,210,859,Writer
973,210,917,Artist
974,211,104,Writer
975,211,147,Artist
976,211,510,Writer
977,211,769,Artist
978,211,890,Cover Artist
979,212,49,Cover Artist
980,212,431,Artist
981,212,741,Artist
982,212,981,Writer
983,213,25,Artist
984,213,436,Writer
985,213,760,Cover Artist
986,214,81,Artist
987,214,152,Writer
988,214,390,Artist
989,214,648,Writer
990,214,902,Cover Artist
991,215,217,Writer
992,215,487,Artist
993,215,509,Cover Artist
994,215,567,Writer
995,216,229,Cover Artist
996,216,238,Writer
997,216,677,Writer
998,216,688,Artist
999,216,723,Artist
1000,217,144,Writer
1001,217,182,Artist
1002,217,513,Writer
1003,217,716,Cover Artist
1004,217,718,Artist
1005,217,800,Artist
1006,218,125,Cover Artist
1007,218,414,Artist
1008,218,780,Artist
1009,218,880,Writer
1010,219,32,Cover Artist
1011,219,406,Artist
1012,219,674,Writer
1013,219,719,Artist
1014,219,852,Writer
1015,220,11,Cover Artist
1016,220,167,Artist
1017,220,169,Writer
1018,220,473,Writer
1019,220,672,Artist
1020,220,867,Artist
1021,221,89,Writer
1022,221,180,Writer
1023,221,353,Writer
1024,221,394,Cover Artist
1025,221,855,Artist
1026,222,474,Writer
1027,222,564,Writer
1028,222,660,Cover Artist
1029,223,209,Cover Artist
1030,223,761,Writer
1031,223,782,Artist
1032,223,790,Artist
1033,223,869,Writer
1034,224,187,Artist
1035,224,232,Writer
1036,224,548,Artist
1037,224,817,Cover Artist
1038,224,952,Writer
1039,225,34,Writer
1040,225,194,Artist
1041,225,258,Writer
1042,225,929,Cover Artist
1043,226,13,Artist
1044,226,27,Writer
1045,226,524,Writer
1046,226,538,Artist
1047,226,586,Writer
1048,226,733,Cover Artist
1049,227,165,Artist
1050,227,172,Artist
1051,227,416,Writer
1052,227,706,Cover Artist
1053,228,34,Writer
1054,228,138,Artist
1055,228,532,Cover Artist
1056,229,214,Writer
1057,229,318,Artist
1058,229,374,Cover Artist
1059,229,375,Artist
1060,229,557,Writer
1061,230,27,Artist
1062,230,193,Artist
1063,230,289,Cover Artist
1064,230,676,Writer
1065,231,56,Cover Artist
1066,231,434,Artist
1067,231,617,Writer
1068,231,638,Artist
1069,231,754,Writer
1070,232,203,Writer
1071,232,464,Artist
1072,232,753,Artist
1073,232,883,Cover Artist
1074,233,111,Artist
1075,233,189,Cover Artist
1076,233,431,Writer
1077,233,564,Artist
1078,233,998,Writer
1079,234,449,Writer
1080,234,573,Artist
1081,234,782,Writer
1082,234,883,Artist
1083,234,985,Cover Artist
1084,235,159,Writer
1085,235,196,Writer
1086,235,609,Artist
1087,235,799,Artist
1088,235,860,Cover Artist
1089,236,312,Artist
1090,236,537,Cover Artist
1091,236,713,Artist
1092,236,825,Writer
1093,237,601,Writer
1094,237,753,Artist
1095,237,981,Cover Artist
1096,238,38,Artist
1097,238,58,Writer
1098,238,498,Writer
1099,238,577,Artist
1100,238,841,Cover Artist
1101,239,189,Artist
1102,239,196,Writer
1103,239,229,Cover Artist
1104,239,505,Writer
1105,240,291,Cover Artist
1106,240,394,Artist
1107,240,618,Artist
1108,240,699,Writer
1109,240,901,Artist
1110,241,20,Cover Artist
1111,241,132,Writer
1112,241,263,Writer
1113,241,296,Writer
1114,241,727,Artist
1115,242,325,Writer
1116,242,595,Cover Artist
1117,242,603,Artist
1118,242,765,Writer
1119,242,964,Writer
1120,243,214,Artist
1121,243,445,Artist
1122,243,652,Writer
1123,243,891,Cover Artist
1124,244,140,Cover Artist
1125,244,558,Artist
1126,244,851,Writer
1127,244,887,Artist
1128,244,896,Writer
1129,245,180,Writer
1130,245,259,Artist
1131,245,689,Cover Artist
1132,245,932,Writer
1133,246,207,Writer
1134,246,225,Artist
1135,246,495,Writer
1136,246,725,Cover Artist
1137,246,890,Artist
1138,247,59,Writer
1139,247,397,Cover Artist
1140,247,456,Artist
1141,247,873,Artist
1142,247,912,Writer
1143,248,183,Artist
1144,248,306,Writer
1145,248,418,Writer
1146,248,875,Cover Artist
1147,249,93,Artist
1148,249,330,Cover Artist
1149,249,391,Artist
1150,249,493,Writer
1151,249,620,Artist
1152,250,32,Writer
1153,250,260,Artist
1154,250,769,Writer
1155,250,981,Cover Artist
1156,251,233,Writer
1157,251,601,Artist
1158,251,771,Writer
1159,251,773,Cover Artist
1160,251,886,Artist
1161,252,293,Artist
1162,252,361,Writer
1163,252,368,Writer
1164,252,619,Writer
1165,252,903,Cover Artist
1166,253,290,Writer
1167,253,345,Artist
1168,253,383,Artist
1169,253,710,Cover Artist
1170,254,142,Writer
1171,254,216,Artist
1172,254,628,Cover Artist
1173,254,864,Artist
1174,255,122,Writer
1175,255,160,Cover Artist
1176,255,467,Artist
1177,255,549,Artist
1178,255,794,Writer
1179,256,26,Cover Artist
1180,256,49,Artist
1181,256,143,Writer
1182,256,988,Writer
1183,257,73,Writer
1184,257,355,Cover Artist
1185,257,663,Artist
1186,257,721,Artist
1187,258,377,Writer
1188,258,391,Writer
1189,258,671,Artist
1190,258,748,Cover Artist
1191,259,460,Writer
1192,259,552,Artist
1193,259,580,Cover Artist
1194,259,781,Artist
1195,259,807,Writer
1196,260,274,Cover Artist
1197,260,329,Writer
1198,260,365,Artist
1199,260,862,Artist
1200,261,48,Writer
1201,261,80,Artist
1202,261,216,Writer
1203,261,573,Writer
1204,261,729,Artist
1205,261,775,Cover Artist
1206,262,263,Writer
1207,262,345,Artist
1208,262,517,Artist
1209,262,752,Writer
1210,262,921,Cover Artist
1211,263,83,Artist
1212,263,146,Artist
1213,263,467,Writer
1214,263,709,Writer
1215,263,737,Cover Artist
1216,264,162,Artist
1217,264,360,Cover Artist
1218,264,361,Writer
1219,264,715,Writer
1220,265,117,Artist
1221,265,455,Writer
1222,265,557,Writer
1223,265,666,Writer
1224,265,803,Cover Artist
1225,265,953,Artist
1226,266,293,Cover Artist
1227,266,348,Artist
1228,266,406,Writer
1229,267,6,Cover Artist
1230,267,289,Artist
1231,267,343,Writer
1232,267,358,Writer
1233,267,723,Artist
1234,267,973,Artist
1235,268,66,Artist
1236,268,162,Writer
1237,268,542,Writer
1238,268,616,Cover Artist
1239,268,759,Writer
1240,269,80,Cover Artist
1241,269,485,Artist
1242,269,533,Artist
1243,269,802,Writer
1244,270,183,Artist
1245,270,241,Writer
1246,270,716,Writer
1247,270,913,Cover Artist
1248,271,30,Artist
1249,271,190,Writer
1250,271,669,Cover Artist
1251,271,752,Artist
1252,272,71,Artist
1253,272,134,Artist
1254,272,318,Cover Artist
1255,272,777,Writer
1256,273,6,Writer
1257,273,71,Artist
1258,273,150,Artist
1259,273,621,Writer
1260,273,656,Cover Artist
1261,273,718,Artist
1262,274,197,Artist
1263,274,239,Writer
1264,274,319,Writer
1265,274,408,Cover Artist
1266,274,889,Artist
1267,275,49,Artist
1268,275,283,Cover Artist
1269,275,459,Writer
1270,275,814,Artist
1271,275,857,Writer
1272,276,376,Cover Artist
1273,276,441,Artist
1274,276,672,Artist
1275,276,873,Writer
1276,276,939,Artist
1277,277,26,Writer
1278,277,650,Writer
1279,277,774,Artist
1280,277,817,Cover Artist
1281,277,934,Artist
1282,278,88,Artist
1283,278,319,Artist
